ай яя яя дядюшка геббельс прошляпить столь момент;1
айзек смотреть говно;1
айкааа бесящий;1
айкон дождаться 😐;0
айконик момент мень кинуть чс паблик чона хотеть подписывать контактировать админка 🤪;0
айфон лагают холод сука бесящий;1
академ брать семестр пойти пизда;0
акацуки вперёд рюсей кхм;0
акка любящий жопа ойкавы тоору;0
акка сравнивать книга разный эпоха направление жанровый;1
аккаунт довольный милый интересный💜💜;0
аккуратный штора вешать спальный помирай длинный тяжелый светонепроницаемый;0
аксон молодцов открывать магазин чемоданов конечный занести суть мир трудов маев;0
актёры истинный ненавистник русский мир свиной корыто кинематограф роль величие россия злить бездействие министр культура п чиновник;1
актёры рваньё враньё;1
активность заниматься проснулась чувствуя бедро;0
активный адепт шарий юлькорыгов прочий нечисть;1
активный гражданин давать городов хороший;0
активный поэтому ухоженный ютуб прорабатывать идеи🥴;0
активный рисовать флудить особый хотящий рисуночек надеюсь уже достаточно злить перестать отвлекаться вещий сложный воевать мозги лишить снов перестать думать;0
актуальный тема ненавидеть большинство одногруппник мень уже тошнить;1
акция любовь манящий покупаешь🤪 отличный способ приходить разумный трате ❤️;0
акция стартуетмая врежиме продлить течение день;0
алгебра фу;1
але опытный руководитель молодеть;0
але служба ребята чатике пишть;0
але тебераз идти щелчок пальцевой чтото рассказывать придумывать;1
алексей иванов провёл исследование восстание пугачёва убожеий умишко указывать;1
алёна;0
алена доебалась мень ровный фрэрарда день бесящий;1
алина любящий спасибоооооо 😭😭😭😭💔🌹🌹🌹🌹;0
алина любящий 🥺💔;0
алина ограниченный лайка дарящий чудесный арт божеиня талантливый божеиня любящий 💗;0
алкашей билл дословный помнящий типо билл забытый боеголовка хватать пот уже пиндос помогать алкашей выбор рассказывать согласованный зюганов обоссался власть выбор выигрывать зассал;1
алкашня любящий куёвую окрошка;1
алкашня твиттерский рука нога бег успев;1
алооо музыкальный колледж обжа;1
альбом офигенный любящий;0
ама простой любящий ребенок;0
амбридж мерзкий смешок орущий блюдце котеночка;1
америка пиндос тупой;1
америкосы бесбашенный бояться видимый смотреть ь ый канал;1
амиров равный ненавидеть подписаться ока;1
аналог платящий ручка приложить;1
аналогичный притягиваю человек похожий труп предположительно мёртвые доступный;0
аналогия семьёй брак двое понравиться друг друг сходящий живть понравиться разойтись европа исключение война;0
анатомия пойти;1
английский надеюсь ино заметить тред;0
английский ненавидеть предмет жея любящий язык;1
англицизм употреблять барышня показывать остальной тутна выданье;0
англичанку скидывать дз простой проверив зачёт мень глаз болеть сука мень тип болеть;0
англия уже бочка черчиля катить скорый пиндос рузвельт агент нквд записать тиран поздний фото запрещенные;1
андреев петровпарни выщипывать бровь гей;0
андреев рекомендация логопед выполнять речевой упражнение онлайн игра растящий находить ошибка художник;0
аниме довольный популярный сезон ру сообщество движуха хороший аско ролевой живой амин;0
аниме мень бесящий персонаж паук;1
аниме одновременный встречать хороший история видимый мерзкий говно существовавший з…;1
аниме одновременный встречать хороший история видимый мерзкий говно существовавший земля;1
аниме смотреть;0
анимешник человек общаться человек конечный судящий подумать бред написать пожалуйста;1
анимешно излишний драматичный слабый лесбиянка видимый женщина меч мень отключается мозги видимый необъективированный крутой женщина мень отваливать мень осуждать ясный;0
анна простой хочть любящий уважаю🖤;0
анонимный срач мьюч✊🏻✊🏻✊🏻за наблюдаю;1
анстар здрасти ловить ивент;0
аня пойти ой катманду запрос;1
аоаааоа 🤭😻;0
ап пытаться оживить унылый образ путина карантие зумится простой человек;1
апрель говно;1
апрель й день рождение встречать житель донецкий ветеран великий отечественный война;0
апрелягода австро венгерский сесть мыдловары неподалёку чешский будейовиц родиться ярослав гашек чешский писатель;0
арбат похожий лужа смутить 😊🙈😜;0
арбузики любящий желать любящий;0
аргумент пойти понимать нищеброды простой;1
аргумент хохлов отвечать просохнуть отсталый мень сидящий спокойный смотреть соловьев;1
арми насколько сильный любящий арми;0
арми сердце подобный зыбучий песков болото выбраться сильный любящий ког…;0
армиоппа селини селини близкий друг оппой вазелин хехехехехе;0
армия страшный совок отношение человек сегрегация столовый звание;1
арс дрочер;1
арсений;0
арсений отрицать антон пидоры;1
арт сеть находить авторство постить;0
артиру любящий арт отношение сложный любящий верящий развиваться персонаж засирать веселый;0
артист друг друг деланный перекрестен постояно пот встречаться целующиеся десна;0
асажж вентресс любимый персонаж любимый косплей🖤;0
атеист;0
атеист постоянный использовать слово тип боже господин тд;0
атлична занимать ночь краш наверный ждущий спасебо;0
атмосфера городов менять человек петербург мень настроение хуесосить ненавидеть подряд ходящий пафосный ебалом пить водка редбулом;1
аттестат хороший таков жизнь;0
ау одновременный соулмейтом хотеть покушать вареничков понимате создавать друг друг;0
ау федин федына голова дружащий хабалка мозги пропитой окончательный блин политический репрессия сука день память голодомора устроить пир деньги прикарманить порошеновский подстилка экспортный девка защищать;1
аучи простой;0
афонина глаз 👀 лоб полезть ахинея;1
ах вспомнить забивать бонусный мень бесящий мужик;1
ах день похудеть кг;0
ах забытый приложить скрин гнобила высказать недоверие гнобление мень гнобите стыдно;0
ах обмануть мень трудный;0
ах пиздабол;1
ах пот радуга заснять успев 🌈;0
ах хуев болячка;1
ах шашлык;0
ахаха пойти забаню ольгинский говно;1
ахахахаха посол открытие уголовный насрать фейковый правоохранительный система;1
ахаххахаха милый;0
ахвхвхэвэх мень забуллите пиздюшки 🤤 ржущий аааааа убожеий попытка учиться живой ебки;1
ахи дописать практик никотинозависимость пойти;0
ахи переживаю;0
ахи хороший;0
ахи чёрту вводящий чс нищеброды;1
ахпхпхахахахах комедия спс парень парень гей тип аабляя ненавидеть ваще ненавидеть гей уха сука простой поцеловать щека заразить гей вирус суеахахазрпхухохзтз поверенный стпдв;1
ахуе заканчивать карьер азра мерзкий персонаж сравнивать люсио намный плохой ибо близкий мс довёл мюриэля ради убивать человек втягивающее компания;1
ахуе коментов видосом;1
ахуе ребенок пох;0
ахуела готовить розовый гроб 👽✌🏿;0
ахуели ваще;1
ахуенно любящий медуза спасибо сарказм;0
ахуенный читать джакарта девочка;0
ахуете быдло правящий бал;1
ахуеть спасибо нейросеть;0
ахуеть спасибо папаша занижать уже заниженный самооценка ненавидеть больший;1
ахуеть сравнивать десятка тысяча рандомный дева простой указывать говно;1
аххаха хочть написать ост вернуть пот засомневать вгоду пишть;0
аххввшзахавх ожидать угодный лава ток хввшщрпхахха;0
аххихих мень история простой любящий поднять носиться мучать пхах;0
ацуши кид акутагава кид;0
аццц чувствовать намный хороший заканчивать;0
аэаэааэ пиво любящий крушовица;0
б б больничка;0
б бутить каный;0
б заткнуться уже кинокритик русь;1
б ментально умерший пишть день сторона уже привычка;0
б понимать решить заебись;0
б пьяный быдло окно трахать подруга;1
б смотреть враньё слушать хотящий думать приемник готовить клоунада;1
б стоящий потолок хороший тост пожаловать выпь;0
б султан выписка разрешать плюнуть пропагандону родимый бесплатный ден…;1
б ть нах омбудсмен говноальянс врач омбудсмен полиция ёбнулись край как…;1
баба живться простой мир;1
баба ненавидеть мужик проблема голова мень любящий;1
баба частый понимать;1
баба 💥 пердак порваться чо пригожинский кремлебот прочий набор слово узкоплёночный хомячок;1
бабулька окно чихает;0
бабуля позвонить рассказывать мелодрама сюжетный поворот слышащий;0
бабушка живя мнойлет зная ненавидеть продукт сочетание предлагать какойто надежда какойто день мень ебанёт полюбить холодец;1
бабушка ой мень забытый придть пирожковый специальный напечь приходить;0
бабушка свекровь мень прима ока;0
баг твич частый бывать ребята переживать хороший стак хейтер соболезновать;0
багги ненавидеть шанкса;1
байден команда умный образованный человек очередной вытаскивать америка дерьмо страна затащить дегенеративный семейка трамп маразматик единоличный раздающий идиотский команда тупой необразованный религиозный приспешник;1
бакуго кацуки многий бывать мень чехол плакат значок;0
балабол лузеры власть россиянин;1
балерина барелина;0
балкон театр путина просрал полимер отношение победа имеющегося;1
бандори девка массовый фотос снятой хаха;0
банить ксюха сказочный уже надоел;1
банчан🥺 бесценный друг;0
баня дискуссия;1
барбос спокойный наблюдать фортуна конечный сторона;0
батов абьюзит мама бросать мень вгода кидать обидный фраза намекать ребёнок забытый существование;1
батька белорусь полный вакханалия тиран измотать соотечественник маленький показаться здоровье вера;1
бвзыжыжвжщз лерочка 🥺🥺🥺🥺🥺💖💓💖💞💘💞💞💖💖💓💝💓💓💖💞💖💞💝💕💘 спасибя любящий ааа;0
бег проблема;0
бегать дом;0
бегать леса орь ненавидеть аско;1
беглый педофил прага разочарованно написать недолёт;1
бегущий трамвай приедет пойти транспорт ходящий роса луна православный праздник;1
беда башка;1
беда башка ура любящий обожаю паника боль страх ужас;0
бедный бедный совкий страдать сходить вздрочнуть портрет сталина должный помогать;1
бедный компьютер даша тусить;0
бедолага наоборот граница едете лечиться хуёвую медицина родина лечиться хороший;1
бедолага срач ууу;1
бежа панамка тип докидывать остроумный наверно;0
безграмотный чмо;1
безжизненный домой еда чё деланный;0
безкарантинный швеция проигравшие страна;0
безмозглый несёте позор полиция;1
безмозглый ногамяч ковержопа тд считать сраным долгий лизнуть хуйло булка;1
безмозглый пидор пидорас петух пидор конченый голубой педик гомосек транссексуал транссексуалист гомосексуал гомосексуалист;1
безнадежно тупой;0
безработный просыхающий алкашня отмечать социалистический день трудов;1
безумие думать отступать;0
безумие люблю❤❤❤❤❤;0
безумный грустный смотреть выбор имеющегося право осуждать ясный уже смириться уён сильный похудеть продолжать дарящий любовь дарящий любящий уёна сильный уверенный;0
безумный захотеться обнимать шото типо простой представлять обнять тодороки клянущий зарево;0
безумный любящий орк;0
безумный любящий песня ассоциировать мень волшебство чудо добро детство;0
безумный любящий трек;0
безумный радов повтор матч;0
безумный скучать кипсайк хороший игра жалящий никак поддерживаться виндой;0
безумный скучать кэрри фишер безумный жалящий ухоженный звездный война вытаскивать навороченный дисней;0
безумный скучать сладкий девочка дождаться мень скорый приехать;0
безумный скучать 💜;0
безыдейный чмо;1
бейзике ладошка насрали фавочка погулять выходящий сюка;1
беларусы убожеий жалкий мразь покорный терпеть почтенный сука маленький попытка изменять плохой путинский раб туркменистан;1
беларусь закупать партия качественный саудовский нефть;0
беливерство б инф сотка мень голова естьдоказательств точный встречаться ирл;0
беливерство плохой расписывать должный понятный;0
белорус стадо овца руководящий;1
бельмонта любящий;0
берег видимый;1
беременность селен йодированный молоко;0
беречься друг друга…;0
берр оптимист моралист шо сраться вкус ясный александр гамильтон любящий;0
бес попутать короткий;0
бесконечный стыдно злить каждыесекунд простой рука уебище;1
бесповоротный влюбленный принцев;0
бесполезный говно бесполезный говно бесполезный говно бесполезный говно бесполезный говно бесполезный говно я…;1
бесполезный способный слабый физический моральный девчушка въебать смог постоять;0
бесполезный факт обо;0
бессарабия пристегнуть ссср вгоду;0
бессмертный полка;0
бессмертный сетевой хомячок перегрызть глоток скот;1
бесящий;1
бесящий;1
бесящий;1
бесящий;1
бесящий;1
бесящий;1
бесящий;1
бесящий;1
бесящий;1
бесящий;1
бесящий;1
бесящий;1
бесящий;1
бесящий;1
бесящий;1
бесящий;1
бесящий;1
бесящий;0
бесящий бас машины долбящий кость;1
бесящий бесящий;1
бесящий бесящий бесящий;1
бесящий бесящий бесящий;1
бесящий бл ть;1
бесящий блевать неприятный напряжение глаз ломающейся капилляр уходовой косметика пользоваться пот тональником консилер замазываться;1
бесящий больший бесящий придумывать грандиозный план след день жизнь;1
бесящий бубнеж родственник бесящий западный фильмовый;1
бесящий бывать;1
бесящий весна россия грязь серость природа романтичный уток купать весенний озерцо;0
бесящий всеееееееее;1
бесящий всё😤не хватать проблема учеба езжайте езжайте;1
бесящий всякий чмошник сеть выебываются жизнь слово связать 🙄;1
бесящий выполнение всякий проект англ устанавливать программа регистрироваться сайт;1
бесящий давать больший урок пот успев начинать обдвинять якобы отвлекать бесящий 😤;1
бесящий девочка вернуть токсичный жопа фандомы хватит разносить популярный бесящий;1
бесящий дикий апатией работа;1
бесящий динамика гетеро энергия самкасамец прямой ясный становить канон ненависть приведенный потрахушкам;1
бесящий дистанционный учеба деланный дистанционный образование восторг светский львица певица алёна кравец;1
бесящий доставать;1
бесящий дымов;1
бесящий живот болеть;1
бесящий жуткий относиться друг друг;1
бесящий знакомый общаться умолчание прямой вынести изза неподобающий поведение изза долбаеб пот пишть слушать практикум сдерживаться послать;1
бесящий капец;1
бесящий карантин заебался дом сидящий;1
бесящий квартира;1
бесящий классик жанр;1
бесящий комментарий капец;1
бесящий конечный ценить юмор юморить перестать конечный;1
бесящий кузьма ролик беременный рожать аборт высмеивая юлика правильный вещий девушка женщина должный распоряжаться тело беременность;1
бесящий лайкают отзыв написать;1
бесящий лежалый чувствовать подбородок;1
бесящий лезет пот ой блиин многий проблема мень страдать продолжать дух;1
бесящий лента человек поехать жарящий шашлык мясо точный человек целый толпа настоящий уродов прощать;1
бесящий маленький девочка пытаться выглядящий старый пафоснее хочть стервочками фу блин;1
бесящий маленький фолловеров;1
бесящий мастер иначе пздц участник;1
бесящий мень;1
бесящий мень бесящий;1
бесящий мень боков пример уебища жизнь деланный бухать смотреть кухня сынов анархия мозги придумывать угодный похожий животный;1
бесящий мень больший зависящий;1
бесящий мень причём аннотация такеши;1
бесящий мень тупой доставка хороший кофейный компания добросовестный угодливый заслуживать дпд сраный курьер жизнь нерадивый видимый уже впервые тупит недостаточно вежливый;1
бесящий многий;1
бесящий мужененавистничество;1
бесящий мужик громкий голос 🤣;1
бесящий мужик завышенный чувство необходимость;1
бесящий мужик любой конфликт начинать переводящий стрелка;1
бесящий нарочно;1
бесящий наследник;1
бесящий неадекватный модератор одинаковый фотка одный удалиться остаётся чувство сидящий жирный обиженный мудаки😂;1
бесящий необходимость работать нормальный условие больничный свободный работа сила тупить соцсетях;1
бесящий обложка книга созданный основ выходящий фильмовый ладный простой оригинальный нигде купить обложка фильмовый выглядящий сфотошопленный дерьмо;1
бесящий обнимать;1
бесящий обращение женщина чём девушка друг друг добавлять гражданочка;1
бесящий объявление пишть четкий информация человек равный задавать 🙃 называется тупость глупость че;1
бесящий отношение кусок мясо должный выполнять приказ;1
бесящий папа вчера мыло дом бесящий урок деланный дом заниматься;1
бесящий пароль сраный сдо файл присылать серьезный дырка слушать должный деланный запоминать;1
бесящий получается планирование работа передвинуть надеть неумение распределять время🤦‍♀️;1
бесящий поход считать недостойный счастья нигде сеять понимать выходящий факт существовать вырезанный сцена свадьба билл флер гермиона танцевать крамом буквально светящий заставлять мень грустящий;1
бесящий почтенный космос бесящий больший точный насколько точный инф простой приходить;1
бесящий практический холодный безумие высунуть рука телефон уже сквозняков грудной клетка;1
бесящий прекрасный интересный женщина компания характеризовать простой девушка пидрона простой чей девушка индивидуальность суки‼️‼️‼️‼️‼️‼️‼️‼️;1
бесящий приходящий нравиться одноклассник;1
бесящий пытаться угодить помогать поддерживать итог остаёшься крайний;1
бесящий разговор сессия дистанционки хороший учиться;1
бесящий резкий изменчивость человек;1
бесящий решить онлайн короткий промежуток;1
бесящий родственник живущий;1
бесящий русский;1
бесящий сайт приведенный пример прайс питер москва описание ссылка нынешний городов чесслово конкретный цена мень интересовать больший процесс насрать;1
бесящий сдавать майя хелена собственный думать улика записной книжка терапевтки ровный проскользнуть решить проблема подумать;1
бесящий сопли куриный яйцо 🤬;1
бесящий сосед;1
бесящий спамер картинка прощеный воскресение просьба прощать простой отвечать буд…;1
бесящий старый знакомый внезапный решать возобновить общение сука живть прекрасный жизнь друг друг нафи…;1
бесящий стереотип чу расстроить курящий наркоманят;1
бесящий страшный ребенок соцсеточек болталок равный бесящий отдельный бесящий мень бесящий ребенок должный видимый должный высокий паче играть;1
бесящий сука общаться повелительный тон спасибо отвечать;1
бесящий тип ой ктото нравиться серьёзным отвечать мол пот начи…;1
бесящий трещина потолок;1
бесящий тупой баба;1
бесящий тупой героин дорамах расставаться прошлый семья сынов председатель убивать собака боже детсве мень толкнуть вспомнить ненавидеть вльяючюядв;1
бесящий тупой двуногие животный причиняющий боль дискомфорт четвероногий оправдывая больший ничо рабо…;1
бесящий ужасный;1
бесящий узкоглазый ум считать десятка миллион калькулятор быстрый рассчитывать доставка;1
бесящий утро очередь рваный переехов говоров карта сбер хер забытый;1
бесящий факт экран съедаться полезный площадь мень дырка экран бесящий капля больший устраивать вариант сканер боков кнопка включение сканер экран туговатый;1
бесящий фамилия дноклов постоянный называть мень принцип звучащий тупой блть овощной;1
бесящий фанат считать мол кумир должный выполнять требование;1
бесящий фильм книга сериал плохой парень сталь хороший умерший;1
бесящий хотеть простой аниме почитать манга суя сто картинка сиська писька;1
бесящий хочть похожий мозги крутой наше…;1
бесящий хуеплёты придирать копек уебаны сука;1
бесящий чар;1
бесящий человек близкий кмая активизировать режим патриот;1
бесящий человек история миллион гороскоп протыкиваешь заканчиваться;1
бесящий человек меняться;1
бесящий человек поздравлять праздник ухо либо игнор 🤷‍♀️🤦‍♀️;1
бесящий человек понимать;1
бесящий человек чистый кожа давать совет разряд умаров вода умаров натощак уже месяц лимон питаться правильный работать;1
бесящий чехол книжка;1
бесящий ъуъ;1
бесящий якласс;1
бесящий 👹;1
бизнесмен рассказывать прошедший месяц нерабочий день скольким потеряли…;0
биллборд берегись говно видимый;1
биолог маленький технарьский свиной;1
биология проходящий этап развитие жизнь земля мезозой эра динозавр класс называть средний жизнь конечный понимать чувствовать мень жуть мезозой;0
биология целый пойти;1
битый простой любящий;0
битый рука физический выпь столько коф ахахахахза;0
бл мень бесящий;1
бл ненавидеть сайт 🤲🏿;1
благовещенск амурский область ковид диссидент пациент коронавирус сбежавшие инфекционный больница заразить семья человек сообщать роспотребнадзор область заразиться число новорожденный ребенок;0
благодарить мать даль жизнь;0
благодарить родина;0
благодаря бтс понимать значащий полюбить;0
благодаря православие россия намный опередить цивилизованный страна смертность пандемия;1
благодаря православие россия отсталый цивилизованный страна соты;1
благодаря православие россия отсталый цивилизованный страна соты;1
благодаря тиктоку находить сайт создавать разный стиль сайт;0
благой;0
благой подумать;0
бладичка солнышко масло огонь наверный равный;0
бле ребята тамоставил коммент пост деквин думать нормальный фу больший слушать;1
ближайший мень горка рака свистящий согласный юлий ☺;0
близкий день рождение токсичный становиться;0
близкий лето больший ненавидеть квартира кондиционер выживать непонятный;1
близкий неделя ожидается прекрасный погода правильный понимать;0
блин балл оценка господин соревнование любящий устраивать какието конкуренция ненавидеть;1
блин балл оценка господин соревнование любящий устраивать конкуренция ненавидеть конкурс хочть простой лежать плакать;1
блин бесящий газета играть слово слово заменить схожий значение например;1
